URL,Title,"Content Type",Category,Topic,Status,"Created At","Updated At","Organic Clicks 3M","Organic Clicks 12M",Impressions,"Avg Position",Backlinks,Action,"Redirect URL",Priority,Note
/blog/insurgency-game-fps-chien-thuat-quan-phien-loan,"Insurgency - Game FPS chiến thuật quân phiến loạn",blog,General,"Game Development",active,"2025-09-05 21:30:27","2025-10-05 17:58:11",,,,,,,,,
/blog/ire-blood-memory-game-nhap-vai-hanh-dong-day-mau-me,"Ire: Blood Memory - Game nhập vai hành động đầy máu me",blog,"AI Game Dev","Game Development",active,"2025-09-05 21:30:30","2025-10-04 20:43:13",,,,,,,,,
/blog/marvel-contest-of-champions-dai-chien-sieu-anh-hung,"Marvel Contest of Champions - Đại chiến siêu anh hùng",blog,"AI Game Dev","Game Development",active,"2025-09-05 21:30:33","2025-10-04 20:37:51",,,,,,,,,
/blog/million-arthur-game-the-bai-chien-thuat-hay-nhat,"Million Arthur - Game thẻ bài chiến thuật hay nhất",blog,"AI Game Dev","Game Development",active,"2025-09-05 21:30:33","2025-10-04 20:32:31",,,,,,,,,
/blog/minidom-game-chien-thuat-thoi-gian-thuc-mini,"Minidom - Game chiến thuật thời gian thực mini",blog,General,"Game Development",active,"2025-09-05 21:30:45","2025-10-04 20:27:33",,,,,,,,,
/blog/pes-club-manager-game-quan-ly-bong-da-chuyen-nghiep,"PES Club Manager - Game quản lý bóng đá chuyên nghiệp",blog,General,"Football Game",active,"2025-09-05 21:44:12","2025-10-07 04:36:18",,,,,,,,,
/blog/resident-evil-0-hd-remaster-kinh-di-sinh-ton-kinh-dien,"Resident Evil 0 HD Remaster - Kinh dị sinh tồn kinh điển",blog,General,"Game Development",active,"2025-09-05 21:44:19","2025-10-05 03:17:04",,,,,,,,,
/blog/sonic-dash-2-sonic-boom-endless-runner-toc-do,"Sonic Dash 2: Sonic Boom - Endless runner tốc độ",blog,General,"Game Development",active,"2025-09-05 21:44:31","2025-10-05 02:57:09",,,,,,,,,
/blog/do-hoa-man-nhan-cua-game-online-phuong-dong,"Đồ họa mãn nhãn của game online phương Đông",blog,General,"Game Development",active,"2025-09-05 21:44:31","2025-10-05 02:43:44",,,,,,,,,
/blog/nintendo-new-2ds-xl-may-choi-game-cam-tay-moi,"Nintendo New 2DS XL - Máy chơi game cầm tay mới",blog,"2D Game","Game Development",active,"2025-09-05 21:44:32","2025-10-05 02:17:15",,,,,,,,,
/blog/top-5-game-rpg-mini-moi-tren-android-va-ios,"Top 5 game RPG mini mới trên Android và iOS",blog,"Mobile Game","Game Development",active,"2025-09-05 21:44:39","2025-10-05 02:05:59",,,,,,,,,
/blog/riot-tiet-lo-tuong-moi-lien-minh-huyen-thoai,"Riot tiết lộ tướng mới Liên Minh Huyền Thoại",blog,"AI Game Dev","Game Development",active,"2025-09-05 21:44:46","2025-10-04 21:32:16",,,,,,,,,
/blog/top-3-trang-bi-op-trong-lien-minh-huyen-thoai-esports,"Top 3 trang bị OP trong Liên Minh Huyền Thoại Esports",blog,"AI Game Dev",Sport,active,"2025-09-05 21:44:48","2025-10-04 21:24:03",,,,,,,,,
/blog/dot-kich-top-5-tips-zombie-v4-map-hoang-l-ng,"Đột Kích - Top 5 tips Zombie V4 map Hoàng Lăng",blog,General,"Game Development",active,"2025-09-05 21:44:52","2025-10-05 18:07:00",,,,,,,,,
/blog/deformers-game-online-tu-the-order-1886-open-beta,"Deformers - Game online từ The Order 1886 Open Beta",blog,General,"Game Development",active,"2025-09-05 21:44:53","2025-10-04 20:52:18",,,,,,,,,
/blog/top-game-online-phong-cach-hoat-hinh-doc-dao,"Top game online phong cách hoạt hình độc đáo",blog,General,"Game Development",active,"2025-09-05 21:44:55","2025-10-04 18:58:05",,,,,,,,,
/blog/riot-he-lo-tuong-thu-135-cua-lien-minh-huyen-thoai,"Riot hé lộ tướng thứ 135 của Liên Minh Huyền Thoại",blog,"AI Game Dev","Game Development",active,"2025-09-05 21:45:01","2025-10-04 18:28:02",,,,,,,,,
/blog/top-5-game-fps-mien-phi-tuyet-hay-tren-android,"Top 5 game FPS miễn phí tuyệt hay trên Android",blog,"Mobile Game","Game Development",active,"2025-09-05 21:45:02","2025-10-04 20:22:02",,,,,,,,,
/blog/top-15-game-dua-xe-mobile-hap-dan-nhat,"Top 15 game đua xe mobile hấp dẫn nhất",blog,"Mobile Game","Game Development",active,"2025-09-05 21:45:09","2025-10-04 19:59:01",,,,,,,,,
/blog/call-of-duty-mobile-game-tu-cha-de-candy-crush,"Call of Duty Mobile - Game từ cha đẻ Candy Crush",blog,"Mobile Game","Game Development",active,"2025-09-05 21:45:12","2025-10-04 19:50:26",,,,,,,,,
/blog/modern-combat-versus-fps-dau-mang-tu-gameloft,"Modern Combat Versus - FPS đấu mạng từ Gameloft",blog,General,"Game Development",active,"2025-09-05 21:45:15","2025-10-04 19:44:43",,,,,,,,,
/blog/transformers-mobile-do-hoa-dep-nhat-tu-truoc-den-nay,"Transformers Mobile - Đồ họa đẹp nhất từ trước đến nay",blog,"Mobile Game","Game Development",active,"2025-09-05 21:45:16","2025-10-04 19:34:12",,,,,,,,,
/blog/xbox-project-scorpio-thong-so-khung-vuot-ps4-pro,"Xbox Project Scorpio - Thông số khủng vượt PS4 Pro",blog,General,"Game Development",active,"2025-09-05 21:45:25","2025-10-04 19:30:14",,,,,,,,,
/blog/top-game-offline-phong-cach-anime-tuyet-dep,"Top game offline phong cách Anime tuyệt đẹp",blog,General,"Game Development",active,"2025-09-05 21:45:27","2025-10-04 18:24:50",,,,,,,,,
/blog/quake-champions-game-fps-mien-phi-cau-hinh-nhe,"Quake Champions - Game FPS miễn phí cấu hình nhẹ",blog,General,"Game Development",active,"2025-09-05 21:45:31","2025-10-04 18:22:33",,,,,,,,,
/blog/tong-hop-game-offline-mobile-mien-phi-hay-nhat,"Tổng hợp game offline mobile miễn phí hay nhất",blog,"Mobile Game","Game Development",active,"2025-09-05 21:45:32","2025-10-04 19:07:38",,,,,,,,,
/blog/lich-su-zombie-trong-video-game-tai-sao-pho-bien,"Lịch sử Zombie trong Video Game - Tại sao phổ biến?",blog,"AI Game Dev","Game Development",active,"2025-09-05 21:45:33","2025-10-04 18:17:34",,,,,,,,,
/blog/top-game-online-dang-choi-ngay-khi-ra-mat-2024,"Top game online đáng chơi ngay khi ra mắt 2024",blog,General,"Game Development",active,"2025-09-05 21:45:38","2025-10-04 18:08:26",,,,,,,,,
/blog/brawl-of-ages-game-the-bai-chien-thuat-mien-phi,"Brawl of Ages - Game thẻ bài chiến thuật miễn phí",blog,"AI Game Dev","Game Development",active,"2025-09-05 21:45:42","2025-10-04 18:05:58",,,,,,,,,
/blog/top-5-game-the-gioi-mo-hay-nhat-cua-gameloft,"Top 5 game thế giới mở hay nhất của Gameloft",blog,General,"Game Development",active,"2025-09-05 21:45:47","2025-10-04 18:02:39",,,,,,,,,
/blog/top-8-game-truong-ton-theo-thoi-gian,"Top 8 game ""trường tồn"" theo thời gian",blog,General,"Game Development",active,"2025-09-05 21:45:50","2025-10-04 18:00:21",,,,,,,,,
/blog/top-5-game-android-phong-cach-minecraft,"Top 5 game Android phong cách Minecraft",blog,"Mobile Game","Game Development",active,"2025-09-05 21:45:53","2025-10-04 16:18:24",,,,,,,,,
/blog/star-wars-battlefront-2-game-ban-sung-khung-2017,"Star Wars Battlefront 2 - Game bắn súng khủng 2017",blog,General,"Game Development",active,"2025-09-05 21:45:56","2025-10-04 16:12:13",,,,,,,,,
/blog/10-game-mien-phi-tren-steam-sieu-hay-2024,"10 game miễn phí trên Steam siêu hay 2024",blog,General,"Game Development",active,"2025-09-05 21:45:59","2025-10-04 01:05:59",,,,,,,,,
/blog/life-is-feudal-game-mmo-thoi-trung-co,"Life is Feudal - Game MMO thời trung cổ",blog,General,"Game Development",active,"2025-09-05 21:46:02","2025-10-04 01:00:26",,,,,,,,,
/blog/top-game-online-danh-cho-fan-manga-anime,"Top game online dành cho fan Manga Anime",blog,General,"Game Development",active,"2025-09-05 21:46:05","2025-10-04 00:48:34",,,,,,,,,
/blog/azera-iron-heart-game-nhap-vai-18-mobile,"Azera Iron Heart - Game nhập vai 18+ mobile",blog,"Mobile Game","Game Development",active,"2025-09-05 21:46:12","2025-10-04 00:42:32",,,,,,,,,
/blog/starcraft-mien-phi-phien-ban-cho-khong-tu-blizzard,"StarCraft miễn phí - Phiên bản ""cho không"" từ Blizzard",blog,General,"Game Development",active,"2025-09-05 21:46:18","2025-10-04 00:15:13",,,,,,,,,
/blog/top-8-game-thu-thach-nao-bo-cuc-hay,"Top 8 game thử thách não bộ cực hay",blog,General,"Game Development",active,"2025-09-05 21:46:25","2025-10-04 19:01:47",,,,,,,,,
/blog/the-walking-dead-no-man-s-land-khi-cai-chet-troi-day,"The Walking Dead: No Man's Land - Khi cái chết trỗi dậy",blog,"AI Game Dev","Game Development",active,"2025-09-05 15:00:09","2025-10-05 20:16:09",,,,,,,,,
/blog/this-war-of-mine-phan-anh-nguoi-trong-chien-tranh,"This War of Mine - Phản ánh người trong chiến tranh",blog,General,"Game Development",active,"2025-09-05 15:00:14","2025-10-05 18:26:49",,,,,,,,,
/blog/tools-phat-trien-game-html5-tot-nhat-2024,"Tools phát triển game HTML5 tốt nhất 2024",blog,General,"Game Development",active,"2025-09-05 15:00:19","2025-10-05 18:38:25",,,,,,,,,
/blog/free-fire-arena-tong-ket-giai-đau-ffa,"Free Fire Arena - Tổng kết giải đấu FFA",blog,"AI Game Dev","Game Development",active,"2025-09-05 15:00:27","2025-10-05 17:17:34",,,,,,,,,
/blog/review-gunbound-legend-vtc-huyen-thoai-ban-sung-toa-đo-hoi-sinh-hay-chi-la-binh-moi-ruou-cu,"Review Gunbound Legend (VTC): Huyền Thoại Bắn Súng Tọa Độ Hồi Sinh Hay Chỉ Là Bình Mới Rượu Cũ ?",blog,"AI Game Dev","Game Development",active,"2025-12-23 18:01:56","2025-12-23 18:01:56",,,,,,,,,
/blog/top-game-coop-noel-2025-san-sale-steam,"Top 5 Game Co-op ""Cực Cháy"" Đêm Noel & Cách Săn Sale Game AAA Giá ""Hạt Dẻ"" Cuối 2025",blog,General,"Game Development",active,"2025-12-24 17:45:19","2025-12-24 17:45:20",,,,,,,,,
/blog/o-an-quan-mobile-khi-cong-nghe-cui-minh-truoc-di-san-ngan-nam,"Ô Ăn Quan Mobile: Khi công nghệ ""cúi mình"" trước di sản ngàn năm",blog,"Mobile Game","Game Development",active,"2025-12-25 18:06:51","2025-12-25 18:06:51",,,,,,,,,
/blog/mlbb-m7-2026-teams-danh-sach-doi-tuyen-va-ung-vien-vo-dich,"MLBB M7 2026 Teams: Danh sách đội tuyển và ứng viên vô địch",blog,General,"Game Development",active,"2026-02-24 22:05:43","2026-02-25 17:26:25",,,,,,,,,
/blog/lich-thi-dau-m7-world-championship-2026-chi-tiet-ket-qua-moi-nhat,"Lịch Thi Đấu M7 World Championship 2026 Chi Tiết | Kết Quả Mới Nhất",blog,General,"Game Development",active,"2026-02-25 21:07:54","2026-02-26 20:55:03",,,,,,,,,
/blog/top-5-tuong-thong-tri-meta-m7-world-championship-2026,"Top 5 Tướng Thống Trị Meta M7 World Championship 2026",blog,General,"Game Development",active,"2026-02-26 18:06:22","2026-02-26 20:54:45",,,,,,,,,
/blog/vct-2026-lich-thi-dau-valorant-champions-tour,"VCT 2026 Kickoff: Lịch Thi Đấu VALORANT Champions Tour",blog,General,"Game Development",active,"2026-03-27 00:58:59","2026-03-27 00:58:59",,,,,,,,,
/blog/top-10-agent-valorant-meta-manh-nhat-2026,"Top 10 Agent VALORANT Meta Mạnh Nhất Đầu 2026",blog,General,"Game Development",active,"2026-03-27 00:59:00","2026-03-27 00:59:00",,,,,,,,,
/blog/pgl-major-cs2-2026-doi-tuyen-lich-thi-dau,"PGL Major CS2 2026: Đội Tuyển Và Lịch Thi Đấu Chi Tiết",blog,General,"Game Development",active,"2026-03-27 00:59:00","2026-03-27 00:59:00",,,,,,,,,
/blog/huong-dan-len-rank-valorant-mua-moi-2026,"Hướng Dẫn Lên Rank VALORANT Mùa Mới 2026 Cho Người Mới",blog,General,Tutorial,active,"2026-03-27 00:59:00","2026-03-27 00:59:00",,,,,,,,,
/blog/review-inzoi-doi-thu-the-sims-2026,"Review Inzoi: Đối Thủ Nặng Ký Của The Sims 2026",blog,General,"Game Development",active,"2026-03-27 00:59:00","2026-03-27 00:59:00",,,,,,,,,
/blog/top-5-tuyen-thu-valorant-viet-nam-vct-pacific,"Top 5 Tuyển Thủ VALORANT Việt Nam Đáng Chú Ý VCT Pacific",blog,General,"Game Development",active,"2026-03-27 00:59:01","2026-03-27 00:59:01",,,,,,,,,
/blog/cs2-smoke-flash-guide-ky-thuat-nem-luu-dan,"CS2 Smoke & Flash Guide: Kỹ Thuật Ném Lựu Đạn Pro",blog,General,"Game Development",active,"2026-03-27 00:59:01","2026-03-27 00:59:01",,,,,,,,,
/blog/cach-toi-uu-fps-giam-lag-choi-game-online-2026,"Cách Tối Ưu FPS Và Giảm Lag Khi Chơi Game Online 2026",blog,General,"Game Development",active,"2026-03-27 00:59:01","2026-03-27 00:59:01",,,,,,,,,
/blog/mobile-legends-season-33-meta-tuong-manh-nhat,"Mobile Legends Season 33: Meta Và Tướng Mạnh Nhất",blog,"Mobile Game","Game Development",active,"2026-03-27 00:59:02","2026-03-27 00:59:02",,,,,,,,,
/blog/unity-6-co-gi-moi-tinh-nang-game-developer,"Unity 6 Có Gì Mới? Tổng Hợp Tính Năng Cho Game Developer",blog,"Unity Development","Game Engine",active,"2026-03-27 00:59:02","2026-03-27 00:59:02",,,,,,,,,
/blog/esports-world-cup-2026-tong-hop-24-game-lich-trinh,"Esports World Cup 2026: Tổng Hợp 24 Game Và Lịch Trình",blog,General,"Football Game",active,"2026-03-27 00:59:02","2026-03-27 00:59:02",,,,,,,,,
/blog/top-5-game-mobile-mien-phi-dang-choi-thang-3-2026,"Top 5 Game Mobile Miễn Phí Đáng Chơi Nhất Tháng 3/2026",blog,"Mobile Game","Game Development",active,"2026-03-27 00:59:03","2026-03-27 00:59:03",,,,,,,,,
/blog/huong-dan-build-pc-gaming-gia-re-duoi-15-trieu-2026,"Hướng Dẫn Build PC Gaming Giá Rẻ Dưới 15 Triệu 2026",blog,General,Tutorial,active,"2026-03-27 00:59:03","2026-03-27 00:59:03",,,,,,,,,
/blog/league-of-legends-mua-2026-thay-doi-meta-moi,"League of Legends Mùa 2026: Thay Đổi Lớn Và Meta Mới",blog,General,"Game Development",active,"2026-03-27 00:59:03","2026-03-27 00:59:03",,,,,,,,,
/blog/review-honor-of-kings-ban-quoc-te-moba-moi,"Review Honor of Kings Bản Quốc Tế: MOBA Mới Đáng Thử?",blog,General,"Game Development",active,"2026-03-27 00:59:03","2026-03-27 00:59:03",,,,,,,,,
/blog/so-sanh-mlbb-vs-honor-of-kings-2026,"So Sánh MLBB vs Honor of Kings 2026: Game Nào Hay Hơn?",blog,General,"Game Development",active,"2026-03-27 00:59:04","2026-03-27 00:59:04",,,,,,,,,
/blog/pubg-mobile-3-0-cap-nhat-moi-che-do-choi,"PUBG Mobile 3.0: Cập Nhật Mới Và Chế Độ Chơi Hấp Dẫn",blog,"Mobile Game","Game Development",active,"2026-03-27 00:59:04","2026-03-27 00:59:04",,,,,,,,,
/blog/cach-kiem-tien-tu-game-development-viet-nam-2026,"Cách Kiếm Tiền Từ Game Development Tại Việt Nam 2026",blog,General,"Game Development",active,"2026-03-27 00:59:04","2026-03-27 00:59:04",,,,,,,,,
/blog/free-fire-max-2026-huong-dan-leo-rank-heroic,"Free Fire MAX 2026: Hướng Dẫn Leo Rank Heroic Nhanh Nhất",blog,General,Tutorial,active,"2026-03-27 00:59:05","2026-03-27 00:59:05",,,,,,,,,
/blog/unreal-engine-5-5-tinh-nang-moi-indie-developer,"Unreal Engine 5.5: Tính Năng Mới Cho Indie Developer",blog,"Unreal Engine","Game Engine",active,"2026-03-27 00:59:05","2026-03-27 00:59:05",,,,,,,,,
/blog/top-10-game-pc-sap-ra-mat-q2-2026,"Top 10 Game PC Sắp Ra Mắt Đáng Mong Chờ Q2 2026",blog,General,"Game Development",active,"2026-03-27 00:59:05","2026-03-27 00:59:05",,,,,,,,,
/blog/huong-dan-tao-game-2d-dau-tien-unity-nguoi-moi,"Hướng Dẫn Tạo Game 2D Đầu Tiên Với Unity Cho Người Mới",blog,"Unity Development","Game Engine",active,"2026-03-27 00:59:05","2026-03-27 00:59:05",,,,,,,,,
/blog/dota-2-ti-2026-thong-tin-moi-nhat-the-international,"Dota 2 TI 2026: Thông Tin Mới Nhất The International",blog,General,"Game Development",active,"2026-03-27 00:59:06","2026-07-23 17:45:40",,,,,,,,,
/blog/review-ban-phim-co-gaming-tot-nhat-duoi-1-trieu-2026,"Review Bàn Phím Cơ Gaming Tốt Nhất Dưới 1 Triệu 2026",blog,General,"Game Development",active,"2026-03-27 00:59:06","2026-03-27 00:59:06",,,,,,,,,
/blog/xu-huong-ai-game-development-2026,"Xu Hướng AI Trong Game Development 2026",blog,"AI Game Dev","Game Development",active,"2026-03-27 00:59:06","2026-03-27 00:59:06",,,,,,,,,
/blog/valorant-champions-2026-du-doan-doi-vo-dich,"VALORANT Champions 2026: Dự Đoán Đội Vô Địch",blog,General,"Game Development",active,"2026-03-27 00:59:07","2026-03-27 00:59:07",,,,,,,,,
/blog/huong-dan-thiet-ke-ui-ux-game-mobile-a-z,"Hướng Dẫn Thiết Kế UI/UX Cho Game Mobile Từ A-Z",blog,"Game Design",Tutorial,active,"2026-03-27 00:59:07","2026-03-27 00:59:07",,,,,,,,,
/blog/top-5-game-battle-royale-mobile-hay-nhat-2026,"Top 5 Game Battle Royale Mobile Hay Nhất 2026",blog,"Mobile Game","Game Development",active,"2026-03-27 00:59:07","2026-03-27 00:59:07",,,,,,,,,
/blog/fifa-world-cup-2026-lich-thi-dau-cach-xem-truc-tiep,"FIFA World Cup 2026: Lịch Thi Đấu Và Cách Xem Trực Tiếp",blog,General,"Football Game",active,"2026-03-27 00:59:08","2026-03-27 00:59:08",,,,,,,,,
/blog/ea-sports-fc-26-du-doan-tinh-nang-world-cup-mode,"EA Sports FC 26: Dự Đoán Tính Năng World Cup Mode",blog,General,"Football Game",active,"2026-03-27 00:59:08","2026-03-27 00:59:08",,,,,,,,,
/blog/top-10-game-bong-da-hay-nhat-moi-thoi-dai-mobile,"Top 10 Game Bóng Đá Hay Nhất Mọi Thời Đại Trên Mobile",blog,"Mobile Game","Football Game",active,"2026-03-27 01:00:58","2026-03-27 01:00:58",,,,,,,,,
/blog/doi-tuyen-viet-nam-giac-mo-world-cup-goc-nhin-gamer,"Đội Tuyển Việt Nam Và Giấc Mơ World Cup: Góc Nhìn Gamer",blog,General,"Football Game",active,"2026-03-27 01:00:58","2026-03-27 01:00:58",,,,,,,,,
/blog/huong-dan-choi-ea-fc-mobile-2026-tips-doi-hinh,"Hướng Dẫn Chơi EA FC Mobile 2026: Tips Đội Hình Mạnh Nhất",blog,"Mobile Game",Tutorial,active,"2026-03-27 01:00:59","2026-07-23 17:45:40",,,,,,,,,
/blog/so-sanh-efootball-vs-ea-fc-2026,"So Sánh eFootball vs EA FC 2026: Game Bóng Đá Nào Đáng Chơi?",blog,General,"Football Game",active,"2026-03-27 01:00:59","2026-07-23 17:45:40",,,,,,,,,
/blog/lich-su-esports-world-cup-fifa-interactive-fifae,"Lịch Sử eSports Tại World Cup: Từ FIFA Interactive Đến FIFAe",blog,General,"Football Game",active,"2026-03-27 01:00:59","2026-03-27 01:00:59",,,,,,,,,
/blog/cach-tao-game-the-thao-don-gian-unity,"Cách Tạo Game Thể Thao Đơn Giản Với Unity",blog,"Unity Development",Sport,active,"2026-03-27 01:01:00","2026-03-27 01:01:00",,,,,,,,,
